city,country,x3,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x33,x36,x38,x39,x41,x47,x48,x49,x50,x51,x52,x53,x54,x55,country_name,continent_name,wage_span,median_salary,average_salary,lowest_salary,highest_salary,Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Novo Mesto,Slovenia,7.9,1.09,1.79,2.11,2.91,8.96,6.85,7.9,2.11,1.3,1.84,2.11,1.32,1.58,1.58,0.98,1.42,193.19,31.61,56.2,8.43,70.25,386.37,305.59,684.93,498.77,2177.74,1861.62,1270.09,3.1,Slovenia,Europe,Monthly,1934.46,2093.02,528.54,9302.33,112.0,Slovenia,53.88,17.9,37.01,47.71,46.74,59.48
Herndon,United States,8.0,1.12,2.59,3.63,3.0,8.8,6.75,18.73,5.4,1.48,3.23,4.73,2.46,3.73,1.92,1.95,1.28,129.36,65.0,50.0,15.0,80.0,1800.0,1400.0,2200.0,2250.0,3229.17,2960.08,5000.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Baalbek,Lebanon,8.0,1.75,0.42,1.0,2.48,7.67,5.0,10.67,1.0,0.8,1.5,1.5,1.37,0.5,1.0,0.25,0.93,160.42,56.67,40.8425,8.0,75.0,500.0,300.0,1500.0,1200.0,1000.0,600.0,601.79,5.0,Lebanon,Asia,Monthly,753.33,873.33,219.33,3873.33,70.0,Lebanon,69.62,24.81,48.61,66.83,54.25,35.12
Lop Buri,Thailand,5.73,1.28,0.86,1.1105882352941172,1.5099999999999993,5.76,5.73,6.6,1.3,1.15,1.44,1.15,1.44,0.63,0.9151515151515148,0.4,1.1909090909090907,40.32,17.57,52.09074074074074,7.2,201.6,115.2,100.8,844.6761538461535,172.8,2507.3847368421057,1441.5809999999997,509.70103448275876,7.0,Thailand,Asia,Monthly,2432.28,2662.11,670.31,11846.79,124.0,Thailand,43.21,14.69,29.84,45.15,22.59,31.56
Suitland,United States,8.0,1.0028659286592847,3.0455610357583267,3.31,3.1753609625668444,12.13,11.62058744993324,14.610352201257857,6.59,1.3,6.59,3.28,2.2,2.2,2.0,1.0,1.24,250.0,81.0,60.0,8.75,50.0,1050.0,950.0,1450.0,1400.0,3702.987788461537,2821.9793931398435,5333.33,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Carlow,Ireland,8.72,1.27,1.87,1.5,2.34,9.25,9.63,11.22,2.41,1.35,2.48,3.15,1.59,1.11,0.97,1.16,2.04,234.35,59.14,37.23,10.54,52.69,1001.06,1088.87,1422.56,1510.37,2002.12,2423.61,2869.7,3.41,Ireland,Europe,Monthly,3021.14,3399.58,856.24,15151.16,57.0,Ireland,76.05,42.08,60.13,62.1,80.4,82.27
Sao Joao da Madeira,Portugal,6.32,0.92,1.32,1.02,1.54,12.12,5.53,10.01,1.32,1.05,1.09,1.48,0.84,1.05,1.11,0.79,2.14,98.18,26.34,31.09,5.8,73.76,474.19,421.5,684.93,526.87,2765.5067567567557,1934.6157894736841,1159.12,2.0644186046511623,Portugal,Europe,Monthly,2537.0,2917.55,739.96,13002.11,100.0,Portugal,47.94,20.73,35.19,39.01,40.26,46.8
Woodlawn,United States,8.0,1.1,1.74,3.38,1.79,7.27,4.39,11.02,4.03,1.57,4.65,3.64,2.69,2.2,1.73,1.85,1.16,122.31,68.33,41.40092833876223,13.25,76.67,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,4.46,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Ashland,United States,7.0,0.79,1.09,2.75,2.67,11.01,6.15,13.21,3.12,1.27,3.31,3.31,3.23,3.06,1.15,1.0,1.14,148.33,65.94,30.0,9.5,108.5,436.67,575.0,726.67,915.0,1076.39,1210.94,2775.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Baabda,Lebanon,8.0,1.75,0.42,1.0,2.48,7.67,10.0,10.67,1.0,0.8,0.5,0.7,0.5,0.7,1.0,0.2,0.75,160.42,56.67,30.0,8.0,75.0,479.6875,274.5125,1181.945,801.825,1807.1425,919.0550000000001,601.79,5.0,Lebanon,Asia,Monthly,753.33,873.33,219.33,3873.33,70.0,Lebanon,69.62,24.81,48.61,66.83,54.25,35.12
Agri,Turkey,2.68,0.43,0.45,1.21,0.75,3.22,2.88,3.49,0.67,0.99,0.6,0.79,0.42,0.35,0.77,0.13,1.18,31.3,6.44,6.44,1.88,24.15,168.81465517241375,111.74137931034478,544.53,196.46896551724137,758.0748,546.5583333333335,317.46600000000007,22.0,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
Gjirokaster,Albania,2.11,0.97,0.53,1.26,1.9,5.52,4.05,7.49,0.96,1.16,1.03,0.88,0.61,0.6,0.63,0.47,1.73,89.57,15.81,14.98,2.7,63.22,210.75,158.06,474.19,316.12,1053.75,632.25,526.87,5.25,Albania,Europe,Monthly,832.84,956.92,241.22,4258.49,2.0,Albania,35.5,8.47,22.83,29.32,25.82,30.19
Vrbas,Serbia,4.49,0.63,0.45,1.71,1.18,4.52,4.19,8.19,0.73,1.2,1.02,1.71,0.67,0.49,0.42,0.39,1.5,207.49,13.91,13.47,1.8,37.4,116.7,89.77,152.61,125.68,807.92,448.84,403.96,4.83,Serbia,Europe,Monthly,1120.04,1273.6,320.66,5654.41,108.0,Serbia,36.21,8.73,23.33,28.18,29.24,37.83
Kirklareli,Turkey,5.63,0.65,0.46,1.07,1.35,4.14,3.38,7.97,0.71,1.57,0.72,0.85,0.54,0.38,0.56,0.16,1.02,42.69,8.32,8.59,2.41,20.12,144.9,85.87,187.83,101.96,831.82,362.24,339.88,16.96,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
Oak Ridge,United States,8.0,0.9,2.83,2.2,2.99,8.82,27.14,21.16,5.16,1.83,3.02,4.41,2.59,2.2,1.81,1.56,1.24,211.7,50.0,41.40092833876223,11.5,233.33,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.29,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Le Bourget,France,9.48,1.24,2.11,2.29,3.67,17.51,13.01,23.13,3.18,2.13,2.85,3.88,2.3,2.26,1.53,0.85,1.9,199.44,31.36,38.23297297297298,12.64,136.1,421.5,316.12,1001.06,632.25,2107.49,1896.74,2157.02,1.69,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Leigh-on-Sea,United Kingdom,8.0,0.86,1.22,1.23,2.39,4.07,7.38,6.15,2.95,1.98,2.75,1.85,1.23,1.11,0.95,1.1,1.88,288.88,36.9,43.05,8.61,61.5,1031.4087704918036,676.5,1721.8109401709405,1375.7696551724139,4632.898736842104,3586.789892473118,2739.933361344537,2.5,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Phetchaburi,Thailand,3.46,1.37,0.86,1.44,1.73,17.28,2.88,3.46,1.73,1.1167647058823527,1.6452941176470586,1.102941176470588,1.01,0.9082352941176471,0.9151515151515148,0.23,1.37,34.56,11.03,17.28,5.47,79.2,129.6,100.8,844.6761538461535,172.8,2507.3847368421057,864.01,744.49,6.5,Thailand,Asia,Monthly,2432.28,2662.11,670.31,11846.79,124.0,Thailand,43.21,14.69,29.84,45.15,22.59,31.56
Allschwil,Switzerland,15.536666666666658,1.28,2.14,2.46,6.41,21.37,35.26,37.4,3.74,2.14,2.67,3.74,1.5,2.14,1.92,1.18,2.07,213.69,80.13,53.42,19.23,149.58,1511.9753571428569,1278.8476,2882.647692307692,2189.8429629629627,4808.03,4808.03,4808.03,1.0,Switzerland,Europe,Monthly,9836.07,11292.9,2850.27,50363.93,120.0,Switzerland,123.35,53.54,90.62,128.13,122.09,118.44
Nyon,Switzerland,16.03,1.7,2.97,2.83,6.08,22.91,29.18,46.44,3.85,2.77,2.85,3.63,2.19,2.11,2.14,1.31,2.06,194.17,56.69,106.49,20.3,186.57,2671.13,2136.9,5342.25,2457.44,14246.0,9616.05,7021.59,1.8,Switzerland,Europe,Monthly,9836.07,11292.9,2850.27,50363.93,120.0,Switzerland,123.35,53.54,90.62,128.13,122.09,118.44
Mosta,Malta,8.43,0.99,1.0,2.02,1.94,7.38,5.2,11.58,2.13,1.58,1.94,2.21,1.05,1.42,1.82,0.9,1.39,65.86,28.66,44.26,9.48,75.08,621.71,572.97,1106.43,906.22,3126.11,2107.49,1849.91,3.67,Malta,Europe,Monthly,4439.75,4904.86,1236.79,21775.9,77.0,Malta,67.84,29.72,49.97,59.59,72.42,44.18
Opfikon,Switzerland,13.89,1.66,3.95,3.15,4.74,18.16,36.33,59.3,3.74,3.15,2.08,4.7,2.12,2.56,2.67,1.1558823529411766,1.44,227.05,64.11,53.42,16.03,213.69,1511.9753571428569,1278.8476,2882.647692307692,2189.8429629629627,11934.601818181814,8652.144761904763,6944.93,1.45,Switzerland,Europe,Monthly,9836.07,11292.9,2850.27,50363.93,120.0,Switzerland,123.35,53.54,90.62,128.13,122.09,118.44
Naas,Ireland,8.17,1.13,1.31,0.84,3.27,4.14,5.27,10.54,1.93,1.88,2.63,3.15,1.7,1.11,0.84,1.58,1.91,179.14,56.2,36.88,13.67,129.08,1230.689,1075.7127777777778,2210.7450000000003,1844.05,3161.24,1896.74,3967.35,2.0,Ireland,Europe,Monthly,3021.14,3399.58,856.24,15151.16,57.0,Ireland,76.05,42.08,60.13,62.1,80.4,82.27
At Tafilah,Jordan,4.23,1.41,0.7,1.41,1.47,7.05,2.82,4.93,1.41,1.41,1.41,0.7,0.7,0.7,0.7,0.42,1.2,66.58,21.15,21.15,10.998000000000001,28.2,216.10666666666668,184.3033333333333,211.48,140.98,422.95,501.71000000000004,422.95,7.293333333333333,Jordan,Asia,Monthly,1946.4,2284.91,578.28,10141.04,64.0,Jordan,49.19,9.23,30.46,40.81,41.16,31.34
Acheres,France,8.32,0.81,1.29,1.05,1.9,7.9,10.01,10.54,3.16,2.11,2.11,4.0,2.11,3.06,1.32,1.26,2.09,147.52,23.18,38.23297297297298,10.54,79.03,732.3631884057972,605.5365671641792,1393.6479365079367,1075.406515151515,4980.048028169013,3951.173913043479,2692.12,1.93,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Aarau,Switzerland,16.03,1.89,3.05,2.19,5.64,35.97,33.12,96.16,4.06,2.56,5.29,1.98,2.78,2.498108108108108,2.299722222222222,1.1558823529411766,1.89,183.32,78.0,74.79,21.37,309.85,1424.6,997.22,2404.01,1816.37,8868.14,8652.144761904763,5141.92,2.05,Switzerland,Europe,Monthly,9836.07,11292.9,2850.27,50363.93,120.0,Switzerland,123.35,53.54,90.62,128.13,122.09,118.44
Ogre,Latvia,4.21,0.9,1.11,1.48,1.63,8.43,5.53,10.54,0.84,1.05,1.26,1.84,0.42,0.6200000000000001,1.05,0.53,1.21,148.11,10.54,35.663,5.27,73.76,295.05,242.36,400.42,316.12,1053.75,843.0,843.0,2.7,Latvia,Europe,Monthly,1654.0727,1952.1038,491.75135,8657.804,69.0,Latvia,48.45,11.77,31.26,38.37,42.1,51.65
Canakkale,Turkey,3.54,0.65,0.47,1.06,1.49,4.78,3.85,7.21,0.67,1.09,0.75,1.07,0.46,0.38,0.6,0.19,1.19,49.91,7.78,12.16,1.88,34.88,133.83,111.8,246.47,188.11,581.38,330.94,321.24,21.0,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
Blue Island,United States,11.0,1.1,3.85,4.83,3.5,18.46,16.41,14.68,6.2,2.03,6.14,6.06,2.86,5.82,3.0,2.75,1.15,259.68,75.88,122.0,14.5,111.25,2500.0,2118.75,3900.0,3250.0,4176.4,3336.81,6222.22,5.52,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kedainiai,Lithuania,6.110666666666669,1.05,1.16,2.32,1.9,7.38,5.27,9.48,0.84,0.95,1.37,2.63,0.47,0.47,1.05,0.63,1.74,168.6,15.81,31.099999999999998,7.6066666666666665,91.41533333333335,367.9069230769231,240.13083333333336,648.6127272727272,455.933,1794.1758333333335,1231.5966666666668,1058.84,2.25,Lithuania,Europe,Monthly,903.87466,997.90189,251.75032,4428.3792,72.0,Lithuania,45.65,15.01,31.29,36.18,46.64,58.74
Jekabpils,Latvia,5.27,0.97,1.03,0.95,1.64,7.9,3.06,5.8,0.84,1.49,1.95,2.11,0.53,0.53,1.13,0.63,1.48,149.28,18.97,31.61,7.06,52.69,105.37,105.37,168.6,168.6,316.12,210.75,1001.06,2.58,Latvia,Europe,Monthly,1654.0727,1952.1038,491.75135,8657.804,69.0,Latvia,48.45,11.77,31.26,38.37,42.1,51.65
Modling,Austria,5.27,1.21,2.63,2.11,3.79,42.15,13.7,52.69,5.27,3.16,4.21,5.27,3.16,2.63,1.58,0.95,1.9045454545454545,158.06,21.07,63.22,12.64,126.45,526.87,474.19,1264.49,1264.49,5268.73,4847.23,3161.24,1.93,Austria,Europe,Monthly,3572.94,4016.91,1014.8,17864.69,7.0,Austria,71.04,27.13,50.46,65.88,66.03,77.25
Loei,Thailand,6.32,1.15,1.15,1.44,1.5099999999999993,11.81,4.02,8.64,2.88,0.58,1.44,0.86,1.33,0.86,0.29,0.49,1.2,62.65,20.65,172.8,4.61,34.56,226.18833333333336,181.79724137931035,844.6761538461535,443.67678571428576,2507.3847368421057,1441.5809999999997,509.70103448275876,5.0,Thailand,Asia,Monthly,2432.28,2662.11,670.31,11846.79,124.0,Thailand,43.21,14.69,29.84,45.15,22.59,31.56
Antrim,United Kingdom,7.38,1.2,1.51,1.66,2.42,6.49,7.13,8.0,2.47,0.98,1.85,2.16,1.68,1.05,0.62,0.92,1.94,125.46,43.05,24.6,11.69,79.95,676.5,553.5,615.0,820.0,1918.8,1918.8,3075.0,2.81,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Adiyaman,Turkey,3.06,0.61,0.34,1.06,0.97,2.28,2.15,6.04,0.32,0.89,0.31,0.99,0.44,0.2,0.16,0.17,1.23,80.5,8.59,17.067543859649124,1.61,34.88,88.55,77.82,120.75,93.91,375.66,268.33,195.88,21.95,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
Arese,Italy,8.43,1.18,2.24,2.63,2.3,15.81,8.43,17.56,1.71,1.93,2.21,2.11,1.58,1.76,1.23,0.3,2.31,213.38,29.85,49.47,9.48,119.42,579.56,421.5,1053.75,737.62,2739.74,2212.86,1560.86,1.88,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Fgura,Malta,9.98,1.05,0.9,3.15,1.9,11.06,8.43,10.54,1.58,1.16,1.37,2.11,0.84,0.84,0.9,0.53,1.49,134.35,26.34,61.216842105263154,9.48,94.84,833.6826315789474,709.4473684210527,737.62,1144.238421052632,4099.30625,3334.7056249999996,974.71,4.0,Malta,Europe,Monthly,4439.75,4904.86,1236.79,21775.9,77.0,Malta,67.84,29.72,49.97,59.59,72.42,44.18
Kilkenny,Ireland,8.69,1.05,1.4,1.37,3.23,8.96,9.83,11.56,2.63,1.58,3.16,2.37,0.88,1.05,0.9,1.07,1.97,98.22,64.54,45.22,10.54,111.96,1334.74,1106.43,1446.27,1224.98,3711.626666666667,2834.021666666667,2511.43,3.07,Ireland,Europe,Monthly,3021.14,3399.58,856.24,15151.16,57.0,Ireland,76.05,42.08,60.13,62.1,80.4,82.27
Wexford,Ireland,8.43,1.31,1.48,1.73,2.53,8.43,6.67,13.18,2.5,3.47,2.53,2.95,1.37,1.33,1.28,1.76,1.96,121.61,28.71,36.88,11.06,73.76,1246.93,1088.87,2247.99,1896.74,2421.07,2360.04,2072.37,6.5,Ireland,Europe,Monthly,3021.14,3399.58,856.24,15151.16,57.0,Ireland,76.05,42.08,60.13,62.1,80.4,82.27
Goroka,Papua New Guinea,4.27,1.96,1.14,0.71,3.58,7.97,6.83,6.26,2.56,2.84,1.14,2.84,2.84,2.84,1.42,1.42,1.28,79.66,28.45,60.46,9.25,34.14,5088.860000000001,1161.35,3366.52,960.17,9246.09,20059.54,401.85,14.17,Papua New Guinea,Oceania,Monthly,1010.96,1128.77,284.93,5013.7,,,,,,,,
Yalova,Turkey,3.62,0.66,0.32,0.99,1.03,3.76,3.22,9.66,0.27,0.91,0.43,0.75,0.32,0.21,0.45,0.19,1.18,63.99,7.24,13.95,1.88,134.16,155.63,116.28,268.33,223.61,482.99,402.49,342.12,19.5,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
Ijevan,Armenia,5.69,0.97,0.34,1.74,1.67,5.46,4.72,7.5,1.2,1.9,1.64,1.14,0.55,0.67,0.59,0.63,1.11,142.13,15.79,57.75666666666666,3.79,69.91,586.7266666666666,412.0933333333333,1204.1266666666668,808.35,1518.3233333333335,754.7466666666666,376.08000000000004,17.0,Armenia,Asia,Monthly,1700.25,1974.32,497.39,8780.39,5.0,Armenia,33.89,11.61,23.45,27.59,30.55,28.86
Sunny Isles Beach,United States,8.75,1.0,2.2,5.48,2.69,12.08,4.41,11.33,7.55,1.77,4.86,5.64,3.32,3.17,1.92,1.95,1.12,200.0,62.69,65.0,12.0,86.67,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,6500.0,5.33,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Nigde,Turkey,3.22,0.66,0.27,1.23,0.89,4.95,3.61,7.16,0.44,0.8,0.48,0.76,0.37,0.38,0.65,0.19,1.27,51.0,8.71,13.42,1.21,23.26,119.85,53.67,254.91,134.16,563.49,546.5583333333335,241.5,19.0,Turkey,Asia,Monthly,254.1,286.13,72.08,1274.12,127.0,Turkey,28.31,6.63,18.15,22.64,18.4,32.88
